conformer_0, 0, 0.658112, 0.603107, 0.603279, 0.658097, 0.658092, 0.658109, 0.602742, 0.663081, 0.602744, 0.660639, 0.97396, 0.602737, 0.661964, 4.6054e-05, 0.661151, 0.661961, 0.968934, 0.602748, 0.602768, 0.595853, 0.660668, 0.602739, 0.0199458, 0.660651, 0.66199, 0.597408, 0.660643, 0.603268, 0.661176, 0.595838, 0.0105119, 0.597406, 0.597429, 0.663094, 0.975631, 0.603084, 0.602762, 0.595861, 0.661942, 0.0199626, 0.975625, 0.661967, 0.66062, 0.603268, 0.661159, 0.975614, 0.658113, 0.658106, 0.603249, 0.595844, 0.603089, 0.975613, 0.597413, 0.0104905, 0.661181, 0.65809, 0.656409, 4.4473e-05, 0.595851, 0.603278, 0.66307, 0.603239, 0.975606, 0.66116, 0.97394, 0.660665, 0.975609, 0.603086, 0.597413, 0.658088, 0.660625, 0.0105101, 0.6031, 0.0105166, 0.603271, 0.595847, 0.656406, 0.661969, 0.661964, 0.597432, 0.656408, 0.010485, 0.0105088, 0.656425, 0.658117, 0.660628, 0.597413, 0.603082, 0.658095, 0.0104888, 0.660652, 0.0105081, 0.975649, 0.975646, 0.656412, 0.661974, 0.0105064, 0.598956, 0.59585
conformer_1, 0.658112, 0, 0.423327, 0.818479, 4.84545e-05, 4.02407e-05, 5.50192e-05, 0.819117, 0.674716, 0.819137, 0.691002, 0.600842, 0.819109, 0.688983, 0.658135, 0.0097141, 0.688962, 0.58721, 0.819116, 0.819124, 0.423018, 0.691004, 0.819127, 0.643622, 0.691014, 0.688959, 0.808456, 0.690988, 0.818466, 0.00973623, 0.422993, 0.655901, 0.808463, 0.808457, 0.674719, 0.603095, 0.423341, 0.819139, 0.423021, 0.688961, 0.643616, 0.60309, 0.68897, 0.691005, 0.818452, 0.00969559, 0.603063, 5.17527e-05, 5.13291e-05, 0.818473, 0.423009, 0.423352, 0.603081, 0.808447, 0.655896, 0.00972457, 4.7395e-05, 0.0114122, 0.658122, 0.423001, 0.818456, 0.674725, 0.81843, 0.603078, 0.00972103, 0.600822, 0.691028, 0.603066, 0.423361, 0.808459, 6.04732e-05, 0.69098, 0.655899, 0.423317, 0.655882, 0.81847, 0.422989, 0.0114091, 0.688973, 0.688952, 0.808463, 0.0114138, 0.655908, 0.655893, 0.011414, 4.43246e-05, 0.691024, 0.808439, 0.423345, 5.57354e-05, 0.655893, 0.691009, 0.655883, 0.603101, 0.603112, 0.0113863, 0.688956, 0.655889, 0.42449, 0.422992
conformer_2, 0.603107, 0.423327, 0, 0.691039, 0.423334, 0.423331, 0.423308, 0.688978, 0.808475, 0.689001, 0.818465, 0.655893, 0.688972, 0.819147, 0.603128, 0.422981, 0.819128, 0.643612, 0.68898, 0.68898, 0.0097342, 0.818491, 0.688993, 0.587233, 0.818478, 0.819144, 0.674744, 0.818468, 0.691047, 0.422995, 0.00973909, 0.600868, 0.674743, 0.674737, 0.808468, 0.658129, 5.39694e-05, 0.689006, 0.00973895, 0.819132, 0.587237, 0.658128, 0.819154, 0.818473, 0.691016, 0.422991, 0.658093, 0.423352, 0.423314, 0.691036, 0.00973597, 6.5549e-05, 0.658107, 0.674736, 0.600858, 0.422993, 0.423307, 0.424467, 0.603123, 0.00973422, 0.691026, 0.808474, 0.691011, 0.658108, 0.42299, 0.655879, 0.818495, 0.658108, 6.02493e-05, 0.674736, 0.423307, 0.818443, 0.60086, 6.59938e-05, 0.60085, 0.691049, 0.00974291, 0.424481, 0.819141, 0.819126, 0.674757, 0.424476, 0.600864, 0.600868, 0.424463, 0.423299, 0.818486, 0.674736, 6.89457e-05, 0.423315, 0.600868, 0.818476, 0.600857, 0.658121, 0.658136, 0.424461, 0.819139, 0.600864, 0.0114195, 0.00973777
conformer_3, 0.603279, 0.818479, 0.691039, 0, 0.818473, 0.818483, 0.818491, 0.0071007, 0.427258, 0.007107, 0.420087, 0.664562, 0.00710702, 0.424666, 0.603285, 0.814663, 0.424662, 0.666022, 0.00708118, 0.00710888, 0.686258, 0.420132, 0.00710185, 0.60607, 0.420094, 0.424695, 0.0209777, 0.420118, 6.20261e-05, 0.814675, 0.686291, 0.606149, 0.0209607, 0.0209884, 0.427239, 0.660636, 0.691028, 0.00708388, 0.686296, 0.424673, 0.606092, 0.660639, 0.424697, 0.420104, 5.20397e-05, 0.81469, 0.660658, 0.818492, 0.818487, 6.59166e-05, 0.686287, 0.690995, 0.660619, 0.0209751, 0.606133, 0.814694, 0.818477, 0.814079, 0.603265, 0.686296, 4.68941e-05, 0.427243, 7.01706e-05, 0.660632, 0.814679, 0.664562, 0.420103, 0.660639, 0.691034, 0.0209859, 0.818494, 0.420083, 0.606127, 0.691033, 0.606153, 5.8044e-05, 0.686267, 0.81411, 0.424667, 0.424675, 0.0209468, 0.814099, 0.606116, 0.606133, 0.81409, 0.818481, 0.420096, 0.0209804, 0.69102, 0.818484, 0.606138, 0.420099, 0.606139, 0.660655, 0.660652, 0.814088, 0.424692, 0.606102, 0.685107, 0.68628
conformer_4, 0.658097, 4.84545e-05, 0.423334, 0.818473, 0, 5.1998e-05, 6.42219e-05, 0.819112, 0.674706, 0.819132, 0.690992, 0.600848, 0.819104, 0.688972, 0.65812, 0.00972111, 0.688951, 0.587217, 0.819111, 0.819118, 0.423025, 0.690993, 0.819121, 0.643607, 0.691003, 0.688949, 0.808451, 0.690978, 0.818461, 0.00974327, 0.422999, 0.655886, 0.808458, 0.808452, 0.674709, 0.603102, 0.423347, 0.819134, 0.423028, 0.688951, 0.643601, 0.603097, 0.688959, 0.690994, 0.818447, 0.00970256, 0.60307, 6.689e-05, 5.54763e-05, 0.818468, 0.423015, 0.423358, 0.603087, 0.808442, 0.655881, 0.00973166, 7.34264e-05, 0.0114102, 0.658107, 0.423007, 0.818451, 0.674715, 0.818425, 0.603084, 0.00972803, 0.600828, 0.691018, 0.603073, 0.423368, 0.808454, 6.30083e-05, 0.69097, 0.655883, 0.423324, 0.655867, 0.818465, 0.422995, 0.011407, 0.688962, 0.688941, 0.808458, 0.0114117, 0.655892, 0.655878, 0.011412, 7.2886e-05, 0.691013, 0.808434, 0.423352, 3.30204e-05, 0.655878, 0.690998, 0.655868, 0.603107, 0.603119, 0.0113844, 0.688945, 0.655874, 0.424497, 0.422998
conformer_5, 0.658092, 4.02407e-05, 0.423331, 0.818483, 5.1998e-05, 0, 6.89045e-05, 0.819122, 0.674721, 0.819142, 0.691006, 0.600867, 0.819114, 0.688987, 0.658115, 0.0097356, 0.688966, 0.587236, 0.819121, 0.819128, 0.423022, 0.691008, 0.819131, 0.643602, 0.691018, 0.688964, 0.80846, 0.690993, 0.818471, 0.00975774, 0.422997, 0.655881, 0.808468, 0.808462, 0.674724, 0.603121, 0.423345, 0.819144, 0.423025, 0.688965, 0.643595, 0.603116, 0.688974, 0.691009, 0.818457, 0.00971708, 0.603089, 6.71135e-05, 6.15076e-05, 0.818478, 0.423013, 0.423356, 0.603106, 0.808452, 0.655876, 0.00974611, 5.27609e-05, 0.0114143, 0.658102, 0.423005, 0.818461, 0.67473, 0.818435, 0.603103, 0.00974248, 0.600847, 0.691032, 0.603092, 0.423365, 0.808464, 6.41124e-05, 0.690985, 0.655878, 0.423322, 0.655862, 0.818475, 0.422993, 0.0114111, 0.688977, 0.688956, 0.808468, 0.0114158, 0.655887, 0.655873, 0.0114161, 6.18034e-05, 0.691028, 0.808444, 0.42335, 5.29049e-05, 0.655873, 0.691013, 0.655863, 0.603126, 0.603138, 0.0113884, 0.68896, 0.655869, 0.424495, 0.422995
conformer_6, 0.658109, 5.50192e-05, 0.423308, 0.818491, 6.42219e-05, 6.89045e-05, 0, 0.819129, 0.674744, 0.81915, 0.691029, 0.600848, 0.819122, 0.68901, 0.658132, 0.00971509, 0.688989, 0.587215, 0.819129, 0.819136, 0.422999, 0.69103, 0.819139, 0.643618, 0.69104, 0.688986, 0.808468, 0.691015, 0.818479, 0.00973719, 0.422974, 0.655898, 0.808476, 0.80847, 0.674746, 0.603102, 0.423322, 0.819152, 0.423002, 0.688988, 0.643612, 0.603097, 0.688997, 0.691032, 0.818465, 0.00969646, 0.60307, 8.24818e-05, 3.15665e-05, 0.818486, 0.42299, 0.423333, 0.603087, 0.80846, 0.655893, 0.00972555, 4.71126e-05, 0.0114142, 0.65812, 0.422982, 0.818469, 0.674752, 0.818443, 0.603084, 0.00972199, 0.600828, 0.691055, 0.603073, 0.423342, 0.808472, 4.05995e-05, 0.691007, 0.655895, 0.423298, 0.655879, 0.818483, 0.422969, 0.0114112, 0.689, 0.688978, 0.808476, 0.0114159, 0.655904, 0.65589, 0.0114161, 6.14868e-05, 0.691051, 0.808451, 0.423326, 5.55533e-05, 0.65589, 0.691035, 0.655879, 0.603107, 0.603119, 0.0113884, 0.688983, 0.655886, 0.424471, 0.422972
conformer_7, 0.602742, 0.819117, 0.688978, 0.0071007, 0.819112, 0.819122, 0.819129, 0, 0.431827, 4.67079e-05, 0.424652, 0.665806, 5.12641e-05, 0.429161, 0.602748, 0.815315, 0.429157, 0.667296, 5.12875e-05, 5.28718e-05, 0.684183, 0.424697, 6.16613e-05, 0.605453, 0.424659, 0.429189, 0.0207821, 0.424683, 0.00714068, 0.815327, 0.684216, 0.605514, 0.0207586, 0.0207885, 0.431808, 0.661958, 0.688968, 4.25996e-05, 0.684221, 0.429168, 0.605475, 0.661961, 0.429192, 0.424669, 0.00709557, 0.815342, 0.66198, 0.81913, 0.819125, 0.00709525, 0.684213, 0.688935, 0.661942, 0.0207749, 0.605499, 0.815346, 0.819115, 0.814699, 0.602728, 0.684222, 0.00711493, 0.431812, 0.00713617, 0.661954, 0.815331, 0.665806, 0.424668, 0.661961, 0.688973, 0.0207839, 0.819133, 0.424647, 0.605493, 0.688973, 0.605519, 0.00712026, 0.684193, 0.814729, 0.429162, 0.42917, 0.02075, 0.814718, 0.605481, 0.605499, 0.814709, 0.819119, 0.424661, 0.0207916, 0.688959, 0.819122, 0.605504, 0.424664, 0.605505, 0.661977, 0.661974, 0.814707, 0.429187, 0.605468, 0.682986, 0.684205
conformer_8, 0.663081, 0.674716, 0.808475, 0.427258, 0.674706, 0.674721, 0.674744, 0.431827, 0, 0.431825, 0.0209704, 0.60024, 0.43182, 0.0207857, 0.663092, 0.669975, 0.0207654, 0.599652, 0.431821, 0.431836, 0.804769, 0.0209548, 0.431821, 0.667873, 0.0209757, 0.0207683, 0.43353, 0.0209574, 0.42722, 0.669978, 0.804786, 0.666996, 0.433546, 0.433546, 4.92521e-05, 0.597386, 0.808473, 0.431823, 0.804804, 0.0207708, 0.667898, 0.597396, 0.0207868, 0.020979, 0.427248, 0.67, 0.597408, 0.674718, 0.674735, 0.427256, 0.804789, 0.80845, 0.597381, 0.43353, 0.666981, 0.670001, 0.67473, 0.668859, 0.663061, 0.804794, 0.427242, 3.98989e-05, 0.427214, 0.597387, 0.669987, 0.600233, 0.0209872, 0.597385, 0.80849, 0.433551, 0.674752, 0.0209678, 0.666979, 0.808462, 0.666993, 0.427228, 0.804761, 0.668887, 0.0207882, 0.0207646, 0.433525, 0.668877, 0.666965, 0.666976, 0.668872, 0.674736, 0.0209891, 0.433511, 0.80847, 0.67473, 0.666974, 0.0209829, 0.666969, 0.597425, 0.597415, 0.668875, 0.0207722, 0.666945, 0.804236, 0.804773
conformer_9, 0.602744, 0.819137, 0.689001, 0.007107, 0.819132, 0.819142, 0.81915, 4.67079e-05, 0.431825, 0, 0.424649, 0.665819, 5.22325e-05, 0.429158, 0.60275, 0.815335, 0.429154, 0.66731, 6.30109e-05, 5.53666e-05, 0.684205, 0.424694, 4.78094e-05, 0.605456, 0.424656, 0.429187, 0.0208039, 0.42468, 0.00714698, 0.815347, 0.684239, 0.605516, 0.0207804, 0.0208104, 0.431807, 0.661971, 0.68899, 5.2303e-05, 0.684244, 0.429165, 0.605478, 0.661975, 0.429189, 0.424666, 0.0071021, 0.815363, 0.661993, 0.819151, 0.819146, 0.00710177, 0.684235, 0.688958, 0.661955, 0.0207968, 0.605501, 0.815366, 0.819135, 0.814719, 0.60273, 0.684244, 0.0071214, 0.431811, 0.00714269, 0.661968, 0.815351, 0.665819, 0.424666, 0.661974, 0.688996, 0.0208058, 0.819153, 0.424645, 0.605495, 0.688995, 0.605521, 0.00712657, 0.684215, 0.814749, 0.429159, 0.429167, 0.0207719, 0.814738, 0.605483, 0.605501, 0.814729, 0.81914, 0.424659, 0.0208134, 0.688981, 0.819142, 0.605506, 0.424661, 0.605507, 0.661991, 0.661987, 0.814728, 0.429184, 0.60547, 0.683008, 0.684228
